caseid,recid,age_group_reach_CA,age_group,sex,marital_status,num_child,have_child,province,immstat,harassed,smoke_status,drink_status,stress_level,health_level,living_standard,job_satisfaction,discrimination,health_awareness,eat_habits,social_class,income,Gender,stress,health
11296,11296,1,2,2,1,0,2,35,2,2,3,7,3,8,8,2,6,6,3,3,6,female,A bit stressful,level 8
11325,11325,3,6,1,5,0,2,48,1,2,3,4,2,9,8,1,6,6,1,2,5,male,Not very stressful,level 9
11332,11332,3,6,2,1,0,2,48,1,2,3,7,3,7,8,2,6,6,3,5,2,female,A bit stressful,level 7
11349,11349,4,4,2,1,2,1,59,1,2,3,7,4,9,7,2,6,6,3,3,2,female,Quite A bit stressful,level 9
11366,11366,3,4,1,2,4,1,35,1,2,3,7,2,10,10,2,6,6,3,3,3,male,Not very stressful,Completely satisfied
11386,11386,4,4,1,1,0,2,11,1,2,3,7,3,9,6,2,6,6,2,3,1,male,A bit stressful,level 9
11405,11405,4,5,2,1,2,1,59,1,1,3,4,3,6,7,2,3,6,2,3,2,female,A bit stressful,level 6
11409,11409,2,2,1,1,2,1,59,1,2,3,7,2,10,8,2,2,1,1,3,3,male,Not very stressful,Completely satisfied
11415,11415,1,1,2,6,0,2,35,1,1,3,4,3,6,8,4,2,6,2,2,1,female,A bit stressful,level 6
11444,11444,3,6,2,5,0,2,24,1,2,3,6,3,5,10,1,6,6,2,2,4,female,A bit stressful,level 5
11451,11451,1,3,1,1,1,1,59,1,1,3,5,3,8,8,1,2,6,3,4,3,male,A bit stressful,level 8
11455,11455,3,3,2,1,1,1,59,2,1,3,7,4,7,7,2,6,6,2,3,2,female,Quite A bit stressful,level 7
11461,11461,2,5,1,1,1,1,24,1,2,3,7,3,10,8,2,6,6,2,3,1,male,A bit stressful,Completely satisfied
11466,11466,4,3,2,1,2,1,48,2,2,3,5,2,8,7,2,6,6,3,3,3,female,Not very stressful,level 8
11495,11495,4,4,1,5,0,2,59,1,2,3,5,3,6,7,2,2,6,3,3,4,male,A bit stressful,level 6
11530,11530,3,3,1,1,1,1,48,1,2,3,5,2,8,7,1,6,6,1,3,3,male,Not very stressful,level 8
11537,11537,4,3,1,1,2,1,13,1,2,3,5,3,6,6,2,6,1,2,3,2,male,A bit stressful,level 6
11540,11540,1,3,2,2,0,2,24,1,2,3,5,3,9,10,1,6,6,1,2,3,female,A bit stressful,level 9
11545,11545,1,5,1,6,0,2,10,1,1,3,4,2,8,8,5,1,1,4,3,4,male,Not very stressful,level 8
11570,11570,3,2,1,6,0,2,12,2,2,3,6,3,4,9,2,6,6,5,3,1,male,A bit stressful,level 4
11574,11574,1,5,1,1,0,2,59,1,2,3,3,2,9,8,3,6,6,2,2,3,male,Not very stressful,level 9
11575,11575,3,4,1,1,2,1,35,1,2,2,4,2,8,10,1,2,6,3,3,5,male,Not very stressful,level 8
11593,11593,4,2,2,6,0,2,35,2,1,1,2,4,3,6,2,2,6,3,3,1,female,Quite A bit stressful,level 3
11598,11598,1,4,1,1,1,1,35,2,2,3,5,2,8,7,2,6,6,2,3,2,male,Not very stressful,level 8
11615,11615,2,4,1,1,1,1,35,2,2,3,5,3,10,10,2,6,6,3,3,2,male,A bit stressful,Completely satisfied
11622,11622,1,5,1,2,2,1,59,1,2,3,4,4,7,6,3,6,6,3,3,2,male,Quite A bit stressful,level 7
11630,11630,5,5,1,1,1,1,35,1,2,3,5,3,7,9,3,6,6,3,2,6,male,A bit stressful,level 7
11635,11635,1,5,2,2,0,2,35,2,2,3,3,3,5,5,2,6,6,1,3,3,female,A bit stressful,level 5
11685,11685,2,4,1,1,3,1,59,1,2,3,4,3,8,8,2,6,6,3,3,4,male,A bit stressful,level 8
11705,11705,3,3,1,6,0,2,24,1,2,2,3,4,8,8,2,6,6,1,4,3,male,Quite A bit stressful,level 8
11709,11709,1,5,2,5,1,1,35,1,1,3,5,3,7,7,3,3,6,2,4,2,female,A bit stressful,level 7
11716,11716,3,2,2,4,1,1,24,1,1,3,6,3,6,6,1,6,6,3,5,1,female,A bit stressful,level 6
11740,11740,4,3,1,1,2,1,35,1,2,3,5,2,8,7,1,6,1,2,3,5,male,Not very stressful,level 8
11753,11753,3,2,2,3,1,1,24,1,2,3,6,4,7,8,1,6,6,5,4,2,female,Quite A bit stressful,level 7
11755,11755,3,4,1,1,1,1,35,1,1,3,7,1,5,10,5,6,6,3,3,5,male,Not at all stressful,level 5
11756,11756,1,5,1,5,0,2,10,1,2,3,2,3,7,10,1,6,6,3,2,6,male,A bit stressful,level 7
11767,11767,4,6,2,6,1,1,24,1,2,3,6,1,10,10,2,6,6,5,3,2,female,Not at all stressful,Completely satisfied
11774,11774,2,4,2,1,0,2,59,1,2,3,3,5,5,5,2,6,6,1,3,2,female,Extremely stressful,level 5
11799,11799,3,2,2,1,0,2,48,1,2,3,4,1,10,10,1,6,6,3,3,3,female,Not at all stressful,Completely satisfied
11842,11842,4,5,1,1,2,1,35,1,2,3,4,2,5,10,1,2,6,1,3,4,male,Not very stressful,level 5
11846,11846,2,3,2,1,1,1,35,1,2,3,7,3,7,7,2,6,6,3,4,3,female,A bit stressful,level 7
11863,11863,4,3,1,1,2,1,35,1,2,3,7,2,7,7,2,6,1,3,3,3,male,Not very stressful,level 7
11904,11904,4,4,1,1,1,1,12,1,2,3,5,1,8,8,2,6,1,3,3,4,male,Not at all stressful,level 8
11916,11916,3,2,1,6,0,2,24,2,2,3,5,3,8,8,2,6,6,1,3,2,male,A bit stressful,level 8
11924,11924,5,5,2,1,0,2,35,1,2,3,6,3,5,7,2,6,6,3,3,2,female,A bit stressful,level 5
11936,11936,1,2,1,6,0,2,48,1,2,3,6,2,6,7,2,6,2,2,3,1,male,Not very stressful,level 6
11948,11948,1,5,1,1,1,1,11,2,2,3,6,3,8,8,2,6,6,2,3,5,male,A bit stressful,level 8
11953,11953,3,2,1,1,0,2,48,1,2,3,5,3,10,8,2,6,6,2,3,2,male,A bit stressful,Completely satisfied
11961,11961,3,2,1,1,3,1,46,2,2,3,6,4,7,7,1,6,6,3,3,3,male,Quite A bit stressful,level 7
11977,11977,3,3,2,4,0,2,59,1,2,3,6,2,6,7,2,6,6,2,3,2,female,Not very stressful,level 6
12003,12003,3,3,1,1,1,1,47,1,1,3,5,4,9,6,2,2,6,1,3,2,male,Quite A bit stressful,level 9
12006,12006,4,3,1,5,0,2,35,1,2,2,4,3,6,6,2,6,6,3,3,4,male,A bit stressful,level 6
12013,12013,1,4,1,1,2,1,35,1,2,3,5,3,8,8,2,6,6,2,3,2,male,A bit stressful,level 8
12018,12018,3,4,2,1,1,1,35,1,2,3,3,3,7,7,2,6,6,3,2,1,female,A bit stressful,level 7
12049,12049,4,5,2,1,1,1,59,1,2,3,7,3,8,7,2,6,6,3,3,1,female,A bit stressful,level 8
12069,12069,3,2,2,1,0,2,35,2,2,3,7,3,8,8,1,6,6,4,3,1,female,A bit stressful,level 8
12071,12071,4,2,2,1,3,1,35,1,2,3,4,3,7,7,1,6,6,2,3,4,female,A bit stressful,level 7
12123,12123,2,1,1,1,0,2,47,1,2,3,7,1,10,10,1,6,6,2,2,2,male,Not at all stressful,Completely satisfied
12134,12134,3,3,2,5,2,1,35,1,2,3,7,2,8,7,1,6,6,3,3,2,female,Not very stressful,level 8
12146,12146,2,3,1,2,2,1,35,1,2,3,6,3,5,5,3,6,6,3,4,1,male,A bit stressful,level 5
12155,12155,1,2,2,2,1,1,48,2,2,3,7,3,10,10,1,6,6,4,3,4,female,A bit stressful,Completely satisfied
12165,12165,1,5,1,1,0,2,35,1,2,3,7,3,8,10,1,6,1,3,3,5,male,A bit stressful,level 8
12169,12169,1,3,1,2,1,1,46,2,2,3,3,3,7,9,2,6,6,4,2,5,male,A bit stressful,level 7
12185,12185,4,4,2,1,2,1,59,1,2,3,7,3,5,5,2,6,6,3,3,5,female,A bit stressful,level 5
12188,12188,4,5,2,1,0,2,35,1,2,3,5,4,7,8,1,1,6,3,2,2,female,Quite A bit stressful,level 7
12191,12191,2,1,1,6,0,2,47,1,2,3,5,2,10,10,2,6,6,3,3,1,male,Not very stressful,Completely satisfied
12194,12194,1,3,2,4,4,1,48,1,2,2,6,5,10,5,1,6,6,2,3,2,female,Extremely stressful,Completely satisfied
12201,12201,3,3,2,1,1,1,35,1,2,3,7,3,8,7,2,6,6,3,3,2,female,A bit stressful,level 8
12204,12204,3,6,1,5,0,2,24,1,2,3,1,1,10,9,1,6,6,1,3,2,male,Not at all stressful,Completely satisfied
12237,12237,1,4,2,6,0,2,35,1,2,2,5,2,7,7,4,2,1,3,3,4,female,Not very stressful,level 7
12238,12238,3,3,1,1,1,1,46,1,1,3,2,2,10,10,2,6,6,2,3,4,male,Not very stressful,Completely satisfied
12239,12239,2,2,1,6,0,2,35,1,2,3,6,3,10,8,1,6,6,1,3,1,male,A bit stressful,Completely satisfied
12241,12241,2,2,1,6,0,2,35,1,1,3,5,2,7,10,2,6,1,1,3,4,male,Not very stressful,level 7
12246,12246,4,3,1,1,1,1,48,2,1,3,5,1,8,8,2,6,1,2,3,2,male,Not at all stressful,level 8
12256,12256,1,2,1,1,0,2,48,1,1,1,7,2,8,10,2,6,6,4,3,4,male,Not very stressful,level 8
12265,12265,1,3,2,2,0,2,48,2,2,3,4,4,7,7,2,6,1,3,3,6,female,Quite A bit stressful,level 7
12270,12270,4,4,2,1,1,1,59,1,2,3,7,2,4,5,4,6,6,3,4,2,female,Not very stressful,level 4
12282,12282,2,2,1,1,0,2,46,1,2,3,7,2,8,8,2,6,6,2,3,4,male,Not very stressful,level 8
12287,12287,5,5,1,1,0,2,35,1,2,3,6,3,9,7,2,2,6,2,3,2,male,A bit stressful,level 9
12294,12294,1,5,2,2,0,2,48,2,1,3,6,4,7,10,5,2,6,3,3,4,female,Quite A bit stressful,level 7
12295,12295,5,5,1,1,0,2,12,1,2,3,4,3,7,6,2,6,6,2,3,3,male,A bit stressful,level 7
12297,12297,4,4,2,1,3,1,59,1,2,3,5,3,5,5,1,6,6,2,3,2,female,A bit stressful,level 5
12299,12299,3,3,1,1,2,1,35,2,2,3,3,3,7,8,2,6,6,2,2,4,male,A bit stressful,level 7
12302,12302,2,4,2,5,0,2,46,1,2,3,5,3,6,8,2,6,6,3,3,3,female,A bit stressful,level 6
12310,12310,2,4,1,6,0,2,24,1,2,3,4,3,8,9,2,6,6,2,4,2,male,A bit stressful,level 8
12319,12319,3,5,2,1,0,2,35,1,2,3,6,2,10,10,1,6,6,1,3,5,female,Not very stressful,Completely satisfied
12329,12329,3,2,1,1,2,1,46,1,2,3,6,3,8,8,2,6,6,1,3,2,male,A bit stressful,level 8
12334,12334,3,2,1,6,0,2,59,1,2,3,5,3,7,8,1,6,6,2,4,3,male,A bit stressful,level 7
12350,12350,4,3,1,1,0,2,35,1,2,2,4,3,8,5,1,6,6,3,2,3,male,A bit stressful,level 8
12352,12352,2,3,2,1,2,1,13,2,2,3,6,3,7,7,2,6,6,2,4,2,female,A bit stressful,level 7
12358,12358,2,3,2,1,2,1,35,1,2,1,5,3,10,4,2,6,6,3,3,2,female,A bit stressful,Completely satisfied
12359,12359,5,3,1,1,2,1,24,1,2,3,2,3,8,7,2,6,6,4,3,2,male,A bit stressful,level 8
12360,12360,4,3,2,5,0,2,35,1,2,3,5,2,5,5,2,2,6,3,3,2,female,Not very stressful,level 5
12371,12371,3,2,1,2,1,1,35,1,2,3,5,3,8,6,2,1,6,3,3,2,male,A bit stressful,level 8
12382,12382,3,5,1,1,0,2,35,1,2,3,7,1,5,5,3,6,6,3,3,3,male,Not at all stressful,level 5
12417,12417,4,4,2,1,1,1,35,1,1,3,5,2,8,8,2,2,6,2,3,1,female,Not very stressful,level 8
12440,12440,3,2,2,1,1,1,24,1,2,3,7,3,6,6,2,6,6,3,3,2,female,A bit stressful,level 6
12468,12468,2,2,1,6,0,2,12,1,2,3,5,3,10,10,3,6,6,3,2,1,male,A bit stressful,Completely satisfied
12469,12469,5,5,2,1,3,1,47,1,1,3,7,3,9,8,2,3,6,2,3,6,female,A bit stressful,level 9
12507,12507,1,6,1,1,0,2,59,2,1,3,6,2,8,10,1,6,6,3,3,2,male,Not very stressful,level 8
12519,12519,3,2,1,1,1,1,47,1,1,3,5,4,9,7,3,1,6,4,3,2,male,Quite A bit stressful,level 9
12531,12531,3,4,1,1,3,1,35,1,2,3,3,1,10,10,1,6,6,1,3,3,male,Not at all stressful,Completely satisfied
12557,12557,3,6,1,1,0,2,35,1,2,3,7,2,8,7,2,6,6,2,3,3,male,Not very stressful,level 8
12571,12571,5,6,2,1,1,1,59,1,2,3,6,2,8,9,1,6,1,1,3,2,female,Not very stressful,level 8
12573,12573,4,3,1,1,0,2,35,1,2,3,3,2,10,10,2,6,6,2,4,2,male,Not very stressful,Completely satisfied
12579,12579,4,4,2,6,1,1,35,2,2,3,7,3,7,6,2,6,6,3,4,1,female,A bit stressful,level 7
12597,12597,4,3,1,1,0,2,47,2,2,3,4,3,8,8,3,6,6,2,3,3,male,A bit stressful,level 8
12613,12613,1,3,2,1,3,1,35,1,2,3,2,3,6,7,2,6,6,2,3,5,female,A bit stressful,level 6
12615,12615,3,6,1,4,0,2,35,1,2,3,4,1,10,8,2,6,1,3,3,1,male,Not at all stressful,Completely satisfied
12621,12621,3,2,1,2,0,2,35,1,2,3,7,4,10,10,1,6,6,3,3,3,male,Quite A bit stressful,Completely satisfied
12622,12622,3,4,2,1,1,1,59,1,2,3,7,3,6,8,4,6,6,2,3,1,female,A bit stressful,level 6
12634,12634,2,2,2,6,0,2,35,1,2,3,6,3,7,7,2,6,6,3,3,1,female,A bit stressful,level 7
12639,12639,1,4,2,1,0,2,10,1,2,3,4,3,9,9,2,6,6,3,3,2,female,A bit stressful,level 9
12657,12657,2,4,2,6,0,2,35,1,2,3,5,3,9,7,1,6,6,2,3,3,female,A bit stressful,level 9
12667,12667,3,3,2,1,0,2,35,1,2,3,6,3,9,7,2,6,6,1,3,2,female,A bit stressful,level 9
12675,12675,2,3,2,1,2,1,35,1,2,3,7,4,4,8,1,6,6,5,3,2,female,Quite A bit stressful,level 4
12677,12677,2,3,1,2,0,2,24,1,2,3,3,3,9,10,1,6,6,3,3,4,male,A bit stressful,level 9
12686,12686,3,3,2,1,2,1,35,1,2,3,7,3,5,5,3,6,6,2,3,1,female,A bit stressful,level 5
12691,12691,4,5,2,5,1,1,35,2,2,3,7,3,0,0,1,6,6,3,3,4,female,A bit stressful,Not at all satisfied
12714,12714,4,4,2,1,1,1,13,1,2,3,6,1,5,8,1,6,6,4,4,2,female,Not at all stressful,level 5
12723,12723,4,4,1,1,1,1,35,1,2,3,7,3,9,10,2,2,6,1,3,2,male,A bit stressful,level 9
12745,12745,3,4,2,2,2,1,24,1,2,3,7,1,10,10,2,6,6,3,3,2,female,Not at all stressful,Completely satisfied
12747,12747,2,1,1,6,0,2,24,2,2,3,3,4,9,10,1,6,1,3,1,1,male,Quite A bit stressful,level 9
12755,12755,2,3,1,2,0,2,35,1,2,3,6,1,6,9,1,6,6,7,3,4,male,Not at all stressful,level 6
12778,12778,4,3,1,1,3,1,35,1,2,3,4,3,8,8,2,6,6,2,3,3,male,A bit stressful,level 8
12812,12812,4,3,1,1,1,1,35,1,2,1,5,2,7,7,2,3,6,3,3,1,male,Not very stressful,level 7
12813,12813,1,2,1,6,0,2,59,1,1,3,5,4,6,4,4,3,6,3,5,1,male,Quite A bit stressful,level 6
12825,12825,3,2,1,1,1,1,59,1,2,3,5,3,9,7,2,6,1,3,3,5,male,A bit stressful,level 9
12834,12834,3,3,2,6,0,2,35,1,2,3,5,4,3,6,2,6,6,2,3,4,female,Quite A bit stressful,level 3
12856,12856,2,3,2,5,0,2,35,1,2,3,7,2,8,8,2,6,6,2,3,2,female,Not very stressful,level 8
12860,12860,3,3,2,5,0,2,59,1,2,3,7,2,8,8,1,6,6,1,2,2,female,Not very stressful,level 8
12894,12894,3,2,2,6,0,2,46,2,2,3,7,4,6,7,2,6,6,3,3,2,female,Quite A bit stressful,level 6
12897,12897,1,2,2,6,0,2,35,1,1,3,3,4,8,8,4,6,6,3,3,2,female,Quite A bit stressful,level 8
12904,12904,3,2,1,1,1,1,35,1,2,2,7,3,7,5,1,6,6,3,3,3,male,A bit stressful,level 7
12905,12905,4,5,1,1,3,1,59,1,1,3,2,3,4,7,2,6,2,2,3,4,male,A bit stressful,level 4
12910,12910,3,2,2,1,0,2,35,1,1,3,6,4,8,0,3,6,6,2,4,3,female,Quite A bit stressful,level 8
12913,12913,1,4,1,1,2,1,24,1,2,3,6,3,5,5,1,6,6,3,3,2,male,A bit stressful,level 5
12953,12953,3,4,2,1,1,1,59,1,2,3,5,3,7,7,2,6,6,1,2,3,female,A bit stressful,level 7
12966,12966,2,3,2,1,2,1,59,1,2,3,5,4,6,6,2,6,6,1,3,4,female,Quite A bit stressful,level 6
12974,12974,3,4,2,1,0,2,35,1,2,3,3,2,9,7,4,6,6,2,3,2,female,Not very stressful,level 9
12977,12977,3,3,2,1,2,1,12,1,2,3,6,3,5,6,3,6,6,3,3,2,female,A bit stressful,level 5
12981,12981,1,4,1,6,0,2,35,2,2,3,7,2,10,10,1,6,6,4,3,4,male,Not very stressful,Completely satisfied
12995,12995,2,2,2,6,0,2,13,1,2,3,4,3,7,7,2,6,6,3,3,3,female,A bit stressful,level 7
13034,13034,2,3,1,1,1,1,46,1,2,3,2,3,9,9,2,6,6,2,2,4,male,A bit stressful,level 9
13045,13045,5,5,2,1,1,1,35,1,2,3,7,2,10,10,1,6,6,2,3,2,female,Not very stressful,Completely satisfied
13061,13061,2,4,2,1,2,1,35,1,2,3,4,4,3,5,1,6,6,3,3,2,female,Quite A bit stressful,level 3
13077,13077,2,2,2,4,0,2,48,1,2,3,6,4,5,7,1,6,6,3,3,2,female,Quite A bit stressful,level 5
13095,13095,4,4,1,1,1,1,24,1,2,3,4,4,8,7,3,6,6,2,3,3,male,Quite A bit stressful,level 8
13099,13099,3,2,1,1,3,1,46,1,2,3,4,3,10,10,1,6,6,3,5,3,male,A bit stressful,Completely satisfied
13102,13102,3,3,1,1,0,2,24,1,2,3,3,3,9,10,2,6,6,3,3,6,male,A bit stressful,level 9
13112,13112,4,4,2,1,2,1,35,1,2,3,4,1,8,9,2,6,6,2,3,4,female,Not at all stressful,level 8
13119,13119,3,2,1,1,0,2,59,2,2,3,5,2,8,7,2,6,6,3,3,1,male,Not very stressful,level 8
13123,13123,5,7,2,5,0,2,35,1,2,3,6,2,7,7,1,6,6,2,3,2,female,Not very stressful,level 7
13134,13134,4,5,2,1,0,2,35,1,2,2,7,4,8,8,1,6,6,3,3,3,female,Quite A bit stressful,level 8
13135,13135,2,2,1,6,0,2,46,1,2,3,5,3,8,8,2,6,1,3,2,4,male,A bit stressful,level 8
13141,13141,1,6,2,6,0,2,35,1,2,3,6,3,8,5,1,6,6,2,3,3,female,A bit stressful,level 8
13169,13169,2,2,2,6,0,2,59,1,1,2,5,3,7,8,2,2,6,3,3,2,female,A bit stressful,level 7
13193,13193,4,4,1,1,2,1,59,1,2,2,2,2,5,5,2,6,6,3,3,2,male,Not very stressful,level 5
13201,13201,2,3,2,1,2,1,59,1,2,3,6,3,8,10,2,6,6,4,3,2,female,A bit stressful,level 8
13212,13212,2,5,1,1,0,2,24,1,2,3,7,1,8,8,2,6,6,1,4,2,male,Not at all stressful,level 8
13232,13232,3,2,1,6,0,2,35,2,2,3,6,3,9,3,4,6,6,2,3,1,male,A bit stressful,level 9
13253,13253,4,4,1,3,2,1,13,1,2,2,4,3,7,7,2,6,6,2,4,1,male,A bit stressful,level 7
13267,13267,1,3,2,1,3,1,59,2,2,3,4,4,6,8,2,6,6,4,2,4,female,Quite A bit stressful,level 6
13270,13270,3,2,1,1,1,1,47,1,2,3,4,3,4,7,4,6,6,4,3,3,male,A bit stressful,level 4
13297,13297,2,6,2,6,0,2,12,1,1,3,5,3,7,4,1,6,6,3,4,3,female,A bit stressful,level 7
13304,13304,4,5,2,1,0,2,35,1,2,3,7,1,9,10,1,6,6,2,2,4,female,Not at all stressful,level 9
13308,13308,5,4,1,1,3,1,47,1,2,3,7,1,9,6,1,6,6,2,4,2,male,Not at all stressful,level 9
13317,13317,1,1,1,6,0,2,35,1,2,2,4,2,8,8,2,6,1,2,2,2,male,Not very stressful,level 8
13324,13324,1,3,1,1,3,1,11,1,2,3,1,2,8,8,1,6,6,3,2,2,male,Not very stressful,level 8
13343,13343,4,5,1,1,1,1,35,1,1,3,3,5,5,6,2,2,4,3,3,3,male,Extremely stressful,level 5
13350,13350,4,4,2,1,1,1,35,1,2,3,4,3,8,5,2,6,1,1,3,2,female,A bit stressful,level 8
13362,13362,1,1,2,6,0,2,24,1,2,3,5,3,10,10,2,6,6,2,2,1,female,A bit stressful,Completely satisfied
13375,13375,2,3,2,5,1,1,35,1,1,3,7,3,8,9,2,6,6,3,3,4,female,A bit stressful,level 8
13382,13382,3,6,1,1,2,1,35,1,2,2,4,3,10,10,2,1,6,3,3,3,male,A bit stressful,Completely satisfied
13383,13383,1,4,1,1,3,1,46,1,2,3,3,3,7,10,1,6,6,2,3,6,male,A bit stressful,level 7
13393,13393,4,3,1,1,0,2,48,1,2,3,6,3,8,6,2,6,6,4,3,1,male,A bit stressful,level 8
13407,13407,1,4,1,1,2,1,35,1,2,3,3,2,3,8,4,6,6,2,3,1,male,Not very stressful,level 3
13413,13413,1,5,2,6,0,2,35,2,2,3,4,3,9,5,1,6,6,2,3,1,female,A bit stressful,level 9
13449,13449,5,4,2,5,1,1,24,1,2,3,7,3,8,5,2,6,6,2,4,1,female,A bit stressful,level 8
13460,13460,2,2,2,6,0,2,47,1,2,3,6,3,8,7,3,6,6,3,4,2,female,A bit stressful,level 8
13466,13466,2,3,2,1,0,2,35,1,2,3,7,2,9,9,1,6,6,3,2,3,female,Not very stressful,level 9
13470,13470,3,2,1,6,0,2,11,2,2,3,5,2,5,5,1,6,1,4,4,3,male,Not very stressful,level 5
13482,13482,4,4,1,1,2,1,59,2,1,3,4,4,8,8,3,6,2,4,3,6,male,Quite A bit stressful,level 8
13485,13485,4,5,2,5,0,2,59,1,2,3,5,3,9,9,2,6,1,2,3,5,female,A bit stressful,level 9
13494,13494,2,1,1,6,0,2,35,1,2,3,7,2,10,10,1,6,6,2,3,1,male,Not very stressful,Completely satisfied
13498,13498,4,4,1,6,0,2,24,1,1,3,6,1,10,8,2,6,6,3,3,2,male,Not at all stressful,Completely satisfied
13505,13505,2,3,2,4,3,1,59,1,2,3,7,3,8,8,2,6,6,3,2,2,female,A bit stressful,level 8
13519,13519,4,3,1,1,3,1,12,1,2,3,3,1,7,10,1,6,6,3,2,3,male,Not at all stressful,level 7
13556,13556,5,5,1,1,1,1,46,1,2,3,6,2,8,6,2,6,6,2,4,2,male,Not very stressful,level 8
13557,13557,3,2,2,6,0,2,47,2,2,3,6,3,8,8,2,6,6,3,4,2,female,A bit stressful,level 8
13559,13559,1,1,1,6,0,2,35,2,2,3,4,3,8,7,3,6,6,3,3,2,male,A bit stressful,level 8
13571,13571,5,5,2,2,0,2,59,2,2,3,4,4,7,5,2,6,6,3,2,2,female,Quite A bit stressful,level 7
13577,13577,2,5,2,2,0,2,24,1,2,3,4,3,7,5,2,6,6,3,3,2,female,A bit stressful,level 7
13582,13582,4,3,2,6,0,2,35,1,2,2,4,2,9,7,2,6,6,3,2,1,female,Not very stressful,level 9
13583,13583,3,2,1,1,0,2,35,1,2,3,7,3,6,6,1,6,6,3,4,4,male,A bit stressful,level 6
13589,13589,4,3,1,1,3,1,24,1,2,3,5,3,10,10,2,6,6,1,2,4,male,A bit stressful,Completely satisfied
13620,13620,2,4,2,1,2,1,35,2,2,3,6,3,1,8,2,6,6,3,3,3,female,A bit stressful,level 1
13633,13633,2,1,2,6,0,2,35,1,2,3,6,2,8,10,1,6,6,4,3,1,female,Not very stressful,level 8
13659,13659,2,2,2,1,0,2,48,1,2,3,5,4,7,8,2,6,2,2,3,2,female,Quite A bit stressful,level 7
13669,13669,3,4,2,1,3,1,35,1,2,3,5,4,5,5,1,6,6,3,3,3,female,Quite A bit stressful,level 5
13677,13677,3,3,2,5,0,2,35,1,2,3,3,4,8,6,1,6,6,1,3,2,female,Quite A bit stressful,level 8
13678,13678,4,3,2,1,0,2,35,1,2,3,4,2,9,9,1,6,6,2,3,2,female,Not very stressful,level 9
13681,13681,4,4,1,1,2,1,12,1,2,3,7,4,6,6,2,6,6,2,3,2,male,Quite A bit stressful,level 6
13685,13685,3,2,2,2,1,1,47,2,1,3,5,3,7,5,1,4,6,2,2,1,female,A bit stressful,level 7
13715,13715,1,4,2,1,2,1,35,2,2,3,4,3,7,7,1,6,1,2,3,5,female,A bit stressful,level 7
13716,13716,3,6,2,1,0,2,59,1,2,2,4,3,9,8,1,6,6,1,3,3,female,A bit stressful,level 9
13719,13719,4,4,2,1,0,2,59,1,2,3,5,2,8,8,3,1,6,2,3,3,female,Not very stressful,level 8
13720,13720,2,2,1,1,0,2,35,1,2,3,5,3,10,10,2,6,1,2,3,4,male,A bit stressful,Completely satisfied
13721,13721,3,4,1,1,3,1,46,1,2,3,4,4,7,7,3,6,6,3,3,2,male,Quite A bit stressful,level 7
13743,13743,4,3,2,2,3,1,47,1,2,3,7,4,6,8,2,6,6,2,3,2,female,Quite A bit stressful,level 6
13765,13765,3,6,1,1,0,2,35,1,2,3,2,3,5,5,2,6,6,3,4,3,male,A bit stressful,level 5
13767,13767,1,4,2,1,2,1,47,1,2,3,5,3,7,7,3,6,6,2,2,5,female,A bit stressful,level 7
13779,13779,3,2,1,1,0,2,35,1,2,2,1,2,10,10,1,6,6,1,3,2,male,Not very stressful,Completely satisfied
13788,13788,3,3,2,1,2,1,24,1,2,3,4,3,7,6,2,6,6,3,3,1,female,A bit stressful,level 7
13790,13790,5,4,2,1,2,1,47,1,2,3,7,3,8,8,1,6,6,3,3,2,female,A bit stressful,level 8
13800,13800,1,5,1,1,2,1,35,1,2,3,5,3,7,8,2,6,6,2,3,2,male,A bit stressful,level 7
13841,13841,6,5,1,1,0,2,48,1,2,3,2,3,8,9,2,6,6,2,2,6,male,A bit stressful,level 8
13855,13855,3,5,1,5,0,2,46,1,2,3,3,2,6,8,2,2,6,3,3,4,male,Not very stressful,level 6
13856,13856,5,4,1,5,1,1,47,1,2,3,5,3,10,8,2,6,6,2,4,3,male,A bit stressful,Completely satisfied
13860,13860,4,3,1,1,0,2,59,1,2,1,3,3,8,8,2,6,6,2,2,1,male,A bit stressful,level 8
13870,13870,4,4,1,1,2,1,35,1,2,3,5,3,8,4,2,2,6,1,3,1,male,A bit stressful,level 8
13881,13881,1,5,1,6,0,2,59,1,2,3,3,2,8,7,3,6,6,1,4,2,male,Not very stressful,level 8
13884,13884,1,1,2,6,0,2,35,2,2,3,5,3,6,8,2,6,6,3,2,1,female,A bit stressful,level 6
13899,13899,3,4,2,2,2,1,35,1,2,3,4,3,8,8,1,6,6,3,3,4,female,A bit stressful,level 8
13921,13921,2,5,1,1,0,2,35,1,2,3,1,4,7,9,2,6,6,3,3,6,male,Quite A bit stressful,level 7
13942,13942,4,4,2,4,3,1,35,1,1,3,7,4,6,10,1,2,6,2,3,4,female,Quite A bit stressful,level 6
13951,13951,5,5,1,1,0,2,12,1,2,3,3,3,8,6,4,6,6,4,3,1,male,A bit stressful,level 8
13962,13962,3,2,2,6,1,1,35,1,1,3,7,5,10,2,5,1,6,1,4,2,female,Extremely stressful,Completely satisfied
13972,13972,3,2,1,1,0,2,35,2,2,3,6,3,10,8,2,6,1,2,2,1,male,A bit stressful,Completely satisfied
13976,13976,2,4,1,1,2,1,48,2,1,3,1,5,7,7,5,6,6,1,2,6,male,Extremely stressful,level 7
